APPID,TypeOfViolence,VictimType,Gender,Indigenous,AgeAtHappenedTo,Granted
483841,Sexual Offences,Primary,F,No,14.22,40410.19
487149,Homicide - DV,Related,M,No,22.44,10000
488521,Robbery,Yet To Be Determined,M,No,26.39,0
489538,Sexual Offences,Primary,F,Aboriginal,18.02,8180
490943,Assault,Primary,F,No,45.09,1350
496826,Sexual Offences,Primary,F,Unknown,17.81,39462.05
497010,Assault,Primary,M,No,25.95,9922.43
500000,Other,Not Eligible,M,No,40.19,0
500938,Assault,Not Eligible,M,Unknown,30.66,0
501671,Assault,Yet To Be Determined,M,No,54.41,0
502507,Assault,Yet To Be Determined,F,No,54.01,0
503361,Domestic Violence,Primary,F,No,38.39,5605.68
505867,Domestic Violence,Primary,F,No,39.52,3500
508490,Homicide - DV,Related,M,Unknown,17.02,12790.17
510246,Sexual Offences,Primary,F,No,8.35,3000
510448,Domestic Violence,Primary,F,No,31.02,1640
511166,Homicide - DV,Related,M,No,17.84,30000
506935,Domestic Violence,Primary,F,No,21.9,1300
508337,Sexual Offences,Parent Secondary,F,No,52.9,2950
513017,Domestic Violence,Primary,F,No,36.5,10000
513435,Domestic Violence,Witness Secondary,F,Aboriginal,11,0
513862,Domestic Violence,Witness Secondary,M,Aboriginal,6.1,0
515032,Assault,Primary,M,No,26.49,1300
516795,Sexual Offences,Not Eligible,F,No,50.25,0
517731,Assault,Primary,F,No,43.2,1330
518340,Homicide - DV,Related,M,Aboriginal,18.21,12259.85
518413,Sexual Offences,Primary,F,Unknown,13.84,4000
520653,Assault,Primary,M,No,36.33,3500
516868,Assault,Primary,M,No,25.1,0
518197,Assault,Primary,M,No,44.67,1300
514338,Homicide - DV,Related,M,Unknown,6.32,4694.25
514370,Assault,Primary,M,No,57.28,15028.41
516042,Sexual Offences,Parent Secondary,M,No,46.45,22760.8
517628,Homicide - MVA,Yet To Be Determined,F,No,38.19,0
518266,Domestic Violence,Not Eligible,F,Aboriginal and Torres Strait,30.48,0
518909,Assault,Primary,M,No,60.47,2920
520936,Sexual Offences,Primary,F,No,20.53,13046
521683,Stalking/Threats,Primary,F,No,32.82,3590
523812,Homicide - DV,Related,F,No,50.85,10051.7
526363,Assault,Not Eligible,F,Aboriginal,54.55,0
528058,Homicide - DV,Related,M,Aboriginal,59.03,15582
518934,Assault,Not Eligible,F,No,64.72,0
520045,Assault,Primary,F,No,36.6,1327.9
519951,Assault,Primary,F,No,39.24,1520
520560,Burglary,Not Eligible,M,No,15.84,0
521741,Assault,Primary,M,No,19.13,2223.89
522198,Assault,Primary,F,Aboriginal and Torres Strait,19.4,10030
522875,Assault,Not Eligible,M,No,36.37,0
522920,Assault,Not Eligible,M,No,36.52,0
527923,Homicide - Other,Related,F,No,40.19,7000
528023,Assault,Primary,M,No,29.33,5184.4
529270,Assault,Primary,M,No,36.55,1300
531076,Homicide - DV,Not Eligible,F,No,22.45,0
533646,Assault,Not Eligible,M,No,36.61,0
534141,Assault,Not Eligible,F,No,42.21,0
512472,Robbery,Parent Secondary,M,No,39.38,701.6
511215,Assault,Primary,M,No,61.52,6986.04
513422,Sexual Offences,Not Eligible,F,No,5.09,0
514225,Assault,Primary,M,No,38.32,1300
523850,Homicide - DV,Related,M,No,58.32,10000
525872,Assault,Primary,M,Aboriginal,40.04,1300
513186,Assault,Primary,M,No,37.48,16282.79
513288,Sexual Offences,Primary,F,No,39.58,29201.65
513924,Domestic Violence,Witness Secondary,F,Aboriginal,7.74,0
514108,Assault,Primary,M,No,47.27,23755.55
514259,Assault,Primary,M,No,26.61,12404.63
514306,Assault,Primary,F,No,40.17,3577
514393,Homicide - DV,Related,F,Aboriginal,15.12,4694.25
514958,Robbery,Primary,M,No,43.87,3500
521399,Sexual Offences,Primary,F,Aboriginal,14.87,10000
527697,Robbery,Primary,M,No,27.15,4814.65
534224,Homicide - Other,Related,M,No,15.54,10642
534594,Sexual Offences,Primary,F,No,22.55,10000
535989,Assault,Primary,M,No,19.47,10428.59
537416,Assault,Primary,M,No,40.19,10112.7
540367,Homicide - DV,Funeral Only,F,No,34.78,6000
540874,Assault,Yet To Be Determined,M,No,49.96,0
541978,Assault,Primary,M,No,38.23,3043.05
544261,Sexual Offences,Primary,F,No,65.14,7088.93
545715,Assault,Primary,F,No,44.24,3535.2
537123,Sexual Offences,Not Eligible,F,No,37.24,0
537198,Sexual Offences,Not Eligible,M,No,34.5,0
538027,Robbery,Primary,M,No,22.88,3394
538752,Homicide - Other,Related,F,No,30.66,10000
540233,Assault,Primary,M,No,42.57,1350
540744,Sexual Offences,Primary,F,No,53.63,10702.68
545004,Sexual Offences,Yet To Be Determined,F,Aboriginal,25.35,0
545638,Homicide - Other,Not Eligible,F,No,27.7,0
546467,Homicide - Other,Related,F,Aboriginal,21.61,4000
547601,Robbery,Primary,M,Aboriginal and Torres Strait,71.72,2402.8
547989,Assault,Primary,M,Aboriginal,21.37,3100
548462,Assault,Primary,F,Aboriginal,53.29,35681.6
553746,Homicide - Other,Related,M,Aboriginal,24.52,4000
536464,Homicide - DV,Related,M,Unknown,6.16,11042.8
537234,Assault,Primary,M,No,38.97,1300
491939,Assault,Primary,M,Unknown,31.46,3480
493995,Assault,Primary,M,No,26.9,5019.51
494178,Homicide - Other,Not Eligible,M,No,50.16,0
494260,Homicide - Other,Related,F,No,17.9,10000
494696,Assault,Primary,F,No,43.19,1300
500877,Sexual Offences,Parent Secondary,F,No,35.4,2950
492856,Homicide - MVA,Related,F,No,27.46,10000
494227,Homicide - Other,Related,F,No,22,10000
496919,Homicide - Other,Related,F,No,44.83,15999.61
500360,Sexual Offences,Primary,F,No,12.53,10500
500377,Homicide - DV,Related,F,Unknown,16.55,10000
501114,Sexual Offences,Primary,F,No,12.42,2000
504172,Sexual Offences,Primary,F,No,4.16,8367.38
504290,Domestic Violence,Primary,F,No,60.04,2800
504473,Sexual Offences,Parent Secondary,F,No,30.52,3001.17
504938,Sexual Offences,Primary,M,No,5.45,11025.64
505911,Assault,Not Eligible,F,Unknown,31.92,0
506894,Sexual Offences,Primary,F,No,13.75,10257.3
508567,Homicide - DV,Related,M,Unknown,7.16,12790.17
486440,Sexual Offences,Parent Secondary,F,Unknown,35.12,0
487725,Assault,Primary,F,No,21.31,1340
488863,Assault,Yet To Be Determined,F,No,24.95,0
488946,Assault,Primary,M,Aboriginal,18.84,7653.4
491185,Homicide - MVA,Related,M,No,18.28,10000
491672,Other,Primary,M,No,60.2,3421.8
491803,Assault,Primary,M,No,42.37,30758.75
517800,Assault,Primary,M,No,28.04,21135.91
521426,Sexual Offences,Primary,F,No,15.27,10000
523917,Domestic Violence,Primary,M,Unknown,54.55,7427.64
530218,Assault,Primary,M,No,34.5,10100
531790,Homicide - Other,Related,F,Aboriginal,28.98,17717.61
505785,Homicide - Other,Related,M,No,27.93,10000
506454,Sexual Offences,Primary,M,No,9.69,5328.39
506986,Sexual Offences,Primary,F,No,16.48,10000
508257,Other,Primary,M,No,42.39,3500
510882,Homicide - Other,Related,M,Unknown,52.77,12460
512354,Assault,Primary,M,No,27.81,4918.01
512688,Robbery,Not Eligible,F,No,55.06,0
516848,Sexual Offences,Primary,F,Aboriginal,11.56,9000
512706,Robbery,Primary,F,No,55.13,4020.16
513835,Assault,Not Eligible,F,No,23.58,0
513996,Assault,Primary,M,No,21.81,6696
514728,Assault,Primary,M,No,30.01,1450
514753,Domestic Violence,Primary,M,No,24.75,1300
514814,Assault,Yet To Be Determined,F,No,30.61,0
517547,Domestic Violence,Primary,M,No,5.61,2825.7
518363,Assault,Primary,F,No,40.66,24478.44
520119,Domestic Violence,Primary,F,No,34.95,1125.7
520185,Domestic Violence,Not Eligible,F,No,37.1,0
520587,Homicide - MVA,Yet To Be Determined,M,No,52.42,0
522425,Assault,Primary,M,No,21.3,8633
520535,Burglary,Primary,M,No,44.78,6911.68
493591,Homicide - DV,Related,M,Aboriginal,28.23,10000
494296,Domestic Violence,Primary,M,Aboriginal,57.19,1495
496200,Robbery,Primary,M,No,28.38,2890
499009,Assault,Primary,F,No,16.85,4294.45
501582,Assault,Yet To Be Determined,M,No,24.7,0
502383,Homicide - Other,Yet To Be Determined,M,No,3.24,0
478903,Assault,Primary,M,Unknown,48.25,1450
486538,Assault,Primary,M,No,52.19,0
487023,Assault,Primary,F,No,23.27,1300
488579,Assault,Yet To Be Determined,F,No,39.55,0
489630,Domestic Violence,Not Eligible,M,No,14.9,0
489783,Domestic Violence,Not Eligible,M,Unknown,10.01,0
489850,Domestic Violence,Not Eligible,F,No,35.65,0
517483,Domestic Violence,Primary,M,No,13.98,1325.7
521629,Assault,Primary,M,No,52.44,2200
521778,Assault,Primary,F,No,39.93,650
523631,Assault,Primary,M,Aboriginal,35.64,1450
529317,Assault,Primary,M,No,46.21,800
523665,Assault,Primary,M,Aboriginal,18.71,1480
523883,Domestic Violence,Primary,F,No,37.25,47139.57
527876,Homicide - Other,Related,M,No,42.21,7000
528380,Homicide - Other,Related,F,No,65.91,10000
530184,Sexual Offences,Not Eligible,F,No,16.38,0
530685,Homicide - MVA,Related,F,No,16.82,10500
530821,Assault,Primary,M,Unknown,29.16,4627.4
532157,Assault,Primary,M,No,31.98,30251.23
537473,Homicide - DV,Related,M,Unknown,9.16,11042.8
538911,Assault,Primary,F,No,21.58,1360
540426,Robbery,Primary,F,No,24.52,2600
544277,Assault,Primary,M,No,38.47,1800
544311,Assault,Primary,M,No,28.5,38743.03
557086,Homicide - Other,Related,F,No,52.02,23102.35
559978,Assault,Primary,M,No,38.73,1000
561732,Burglary,Primary,M,No,38.55,3866
561793,Assault,Primary,M,No,25.32,19079.2
562427,Sexual Offences,Primary,F,No,16.01,10000
562586,Assault,Primary,M,No,19.93,1400
529764,Assault,Primary,M,No,20.08,5583.11
529819,Robbery,Primary,M,Unknown,51.59,13873.35
491837,Assault,Primary,M,No,20.78,7290.56
491869,Domestic Violence,Primary,F,Aboriginal,32.56,1266.5
497702,Homicide - Other,Not Eligible,F,No,42.74,0
498488,Domestic Violence,Primary,F,Unknown,35.5,1500
498605,Assault,Primary,M,No,43.13,1323.2
505391,Assault,Primary,M,No,18.65,8749
505475,Robbery,Yet To Be Determined,M,No,26.09,0
504240,Assault,Yet To Be Determined,M,No,27.03,0
504808,Assault,Yet To Be Determined,M,No,43.38,0
505426,Sexual Offences,Primary,F,No,1.61,12796
505708,Robbery,Primary,F,No,30.96,10901.55
505843,Robbery,Primary,M,No,63.99,3833.7
508015,Stalking/Threats,Primary,M,No,41.88,25511.51
511142,Assault,Primary,U,No,27.7,1300
512177,Assault,Primary,F,No,33.98,1300
512442,Sexual Offences,Parent Secondary,F,No,36.59,4178.7
513245,Assault,Yet To Be Determined,M,No,37.68,0
514198,Burglary,Primary,M,No,28.65,1350
514769,Assault,Not Eligible,M,No,43.73,0
514869,Robbery,Primary,F,No,32.49,2800
517592,Domestic Violence,Primary,M,No,10.27,3227.5
500964,Sexual Offences,Primary,F,No,10.84,13003
501482,Sexual Offences,Primary,F,No,4.44,13003
504454,Domestic Violence,Primary,F,No,41.66,1692.85
508182,Assault,Yet To Be Determined,F,No,39.71,0
508299,Sexual Offences,Primary,F,No,14.16,41579.86
532725,Stalking/Threats,Primary,F,Unknown,74.13,2184.7
533358,Sexual Offences,Parent Secondary,F,No,38.3,15943.1
533996,Assault,Primary,M,No,15.47,4076.3
534312,Sexual Offences,Primary,F,No,15.99,10575
535918,Homicide - Other,Related,M,Unknown,7.13,5000
530971,Domestic Violence,Primary,F,No,30.81,4800
533527,Assault,Primary,F,No,53.25,1300
533610,Domestic Violence,Primary,F,No,28.1,11021.19
536452,Assault,Primary,M,No,23.53,18122.49
536551,Assault,Primary,M,No,14.92,5107.26
538057,Sexual Offences,Primary,M,No,12.53,16603.5
538291,Assault,Not Eligible,M,No,31.63,0
543487,Sexual Offences,Yet To Be Determined,F,Aboriginal,14.94,0
544375,Homicide - Other,Related,M,Aboriginal,6.7,10000
544423,Homicide - Other,Related,F,Aboriginal,9.99,10000
544440,Homicide - Other,Related,M,Aboriginal,8.91,10000
545777,Assault,Primary,M,No,19.87,3883.4
546278,Homicide - DV,Related,F,No,18.67,10000
538807,Assault,Primary,M,Unknown,22.64,8077.48
539091,Assault,Not Eligible,F,No,56.76,0
540413,Domestic Violence,Primary,F,Aboriginal,50.42,3712.68
540895,Sexual Offences,Primary,M,No,12.33,3500
544508,Assault,Primary,M,No,34.32,16346.39
544959,Assault,Yet To Be Determined,M,No,35.56,0
548400,Homicide - Other,Related,M,Aboriginal and Torres Strait,53.04,9500
553600,Assault,Primary,M,Aboriginal,41.77,5878.68
525808,Homicide - DV,Yet To Be Determined,M,No,22.13,0
525969,Homicide - Other,Related,F,No,37.39,16000
528711,Homicide - DV,Related,M,No,12.42,4694.25
529586,Sexual Offences,Yet To Be Determined,F,No,34.47,0
534818,Assault,Primary,M,No,33.86,42783.38
540498,Motor Vehicle Accident,Not Eligible,F,No,46.31,0
540984,Assault,Not Eligible,F,No,41.31,0
545021,Assault,Primary,F,Aboriginal,23.39,1325
546123,Domestic Violence,Primary,F,Unknown,32.2,6925.35
546491,Sexual Offences,Primary,F,No,13.85,26311.5
547813,Assault,Primary,M,Unknown,23.8,1300
548279,Sexual Offences,Primary,F,No,8.56,6503
522793,Domestic Violence,Primary,M,No,60.81,3010
553834,Homicide - Other,Related,M,Aboriginal,14.98,2000
556073,Assault,Primary,M,No,18.04,4431.56
556090,Homicide - Other,Related,M,No,30.78,10000
560283,Homicide - MVA,Related,F,No,30.06,10435
560301,Assault,Yet To Be Determined,F,Aboriginal,29.64,0
526808,Robbery,Primary,M,No,62.64,14458.8
526943,Domestic Violence,Witness Secondary,F,No,10.08,0
528530,Assault,Primary,M,No,57.38,8141.8
528545,Homicide - DV,Related,M,Aboriginal,9.2,4694.25
528663,Stalking/Threats,Primary,F,No,39.98,6416.2
530634,Homicide - DV,Related,F,Aboriginal,17.28,10000
533261,Sexual Offences,Primary,F,No,16.32,10605
533594,Assault,Primary,M,No,26.67,3180
538924,Sexual Offences,Primary,M,No,7.35,3500
541015,Assault,Not Eligible,M,No,44.66,0
541480,Assault,Primary,M,No,36.97,3439
542383,Homicide - Other,Related,M,Aboriginal,26.04,4000
546397,Homicide - DV,Related,M,No,29.9,10000
532524,Homicide - Other,Related,F,No,15,8000
534882,Assault,Primary,M,No,58.73,8500
536751,Sexual Offences,Not Eligible,F,No,15.01,0
537168,Sexual Offences,Primary,F,Aboriginal,12.68,3000
538154,Homicide - Other,Related,F,No,92.42,10000
539075,Assault,Primary,F,No,20.55,1300
540260,Assault,Primary,M,Unknown,45.94,3500
541584,Homicide - Other,Related,M,Aboriginal,57.54,9500
532579,Assault,Primary,F,No,19.08,1400
541562,Burglary,Primary,M,No,78.16,24395.2
541660,Burglary,Primary,F,No,71.85,24030
542112,Burglary,Primary,M,No,59.17,8702.1
546217,Assault,Primary,M,No,20.73,1966.9
547535,Homicide - DV,Related,F,Unknown,13.81,10000
555030,Robbery,Yet To Be Determined,F,No,20.76,0
560707,Homicide - Other,Related,M,No,30.92,10000
561568,Homicide - Other,Related,F,No,44.16,16204.93
562268,Domestic Violence,Primary,F,No,32.25,3630
563522,Homicide - Other,Related,M,No,10.75,8000
553810,Homicide - Other,Related,M,Aboriginal,9.47,2000
554280,Robbery,Primary,M,No,75.68,4298
554882,Assault,Primary,M,No,50.55,15567.1
555816,Sexual Offences,Not Eligible,F,No,17.62,0
555968,Homicide - Other,Related,M,No,25.31,10000
557515,Assault,Primary,M,No,27.07,13013
560355,Assault,Primary,F,No,31.25,14633.9
560866,Sexual Offences,Parent Secondary,M,No,46.08,1612.1
561132,Sexual Offences,Primary,F,No,15.96,2640
561882,Sexual Offences,Primary,M,No,17.9,11307.25
563395,Homicide - DV,Related,F,No,17.46,10000
563495,Homicide - Other,Related,M,No,69.62,11139.36
564999,Domestic Violence,Primary,F,Aboriginal,24.64,4013.4
562777,Sexual Offences,Parent Secondary,F,No,32.94,4474.51
563929,Assault,Primary,F,No,21.82,2471.44
564658,Assault,Primary,M,No,44.3,1392
565437,Sexual Offences,Yet To Be Determined,F,No,7.02,0
567107,Assault,Primary,M,No,22.89,9911.72
568550,Sexual Offences,Primary,F,Unknown,12.55,16413.99
568838,Sexual Offences,Primary,F,No,7.17,6030
570040,Assault,Yet To Be Determined,M,No,44.79,0
570383,Assault,Primary,M,No,43.46,3454.9
572496,Assault,Primary,F,No,20.46,2991.1
572553,Homicide - Other,Related,M,Aboriginal,58.66,10150
574704,Homicide - DV,Related,F,Aboriginal,22.64,14226.75
574861,Assault,Primary,M,No,57.94,4358.2
547744,Homicide - DV,Related,F,Aboriginal,7.11,10000
553526,Sexual Offences,Primary,F,No,13.46,19298.88
531942,Assault,Yet To Be Determined,M,No,23.27,0
535931,Homicide - Other,Related,M,No,59.11,10000
537569,Assault,Primary,M,No,25.91,968.7
538312,Assault,Not Eligible,F,No,31.63,0
538994,Assault,Primary,M,No,52.85,17794.12
540861,Domestic Violence,Primary,M,No,52.02,3562.5
541727,Assault,Primary,M,No,52.55,21982.86
543542,Assault,Primary,F,No,37.08,500
544410,Sexual Offences,Primary,F,No,15.89,7405.2
544910,Homicide - Other,Related,F,No,15.55,10140.8
546364,Homicide - DV,Related,F,No,18.67,10000
547445,Assault,Primary,M,No,38.81,1300
534918,Domestic Violence,Primary,F,No,43.22,1775
535779,Homicide - Other,Related,F,No,61.15,16000
535872,Assault,Primary,F,No,23.83,3085
536004,Domestic Violence,Not Eligible,F,Aboriginal and Torres Strait,27.41,0
536422,Assault,Primary,M,No,47.58,1300
545096,Homicide - Other,Related,M,No,51.9,10000
548497,Assault,Primary,M,No,22.05,7593.2
554356,Homicide - Other,Related,F,No,56.81,16000
554763,Domestic Violence,Primary,F,Aboriginal,33.65,1420
554847,Assault,Primary,F,No,44.75,888.8
557219,Domestic Violence,Primary,F,No,27.17,25478.1
559936,Assault,Primary,M,Aboriginal,40.68,0
560052,Assault,Witness Secondary,F,No,19.18,0
522725,Other,Not Eligible,F,No,50.69,0
522766,Assault,Primary,F,No,45.52,6968.51
534282,Assault,Primary,F,No,46.55,8803.57
534786,Sexual Offences,Primary,F,No,46.21,10120
534868,Assault,Primary,M,No,22.56,6992.36
536690,Assault,Primary,M,Unknown,36.28,2665
537333,Homicide - Other,Related,F,Unknown,68.72,10000
537626,Assault,Primary,M,No,26.76,1389.95
538085,Assault,Primary,F,No,36.82,1480
540941,Robbery,Not Eligible,M,No,68.39,0
541002,Assault,Yet To Be Determined,M,No,45.93,0
541059,Assault,Primary,M,No,30.43,9095.41
544835,Homicide - DV,Related,F,Aboriginal and Torres Strait,36.72,10080.02
548447,Sexual Offences,Primary,F,No,10.31,10000
554471,Assault,Yet To Be Determined,F,No,30.28,0
555777,Assault,Primary,M,No,46.07,14868.88
556559,Sexual Offences,Not Eligible,F,No,6.58,0
557156,Robbery,Not Eligible,F,No,22.64,0
557279,Assault,Primary,M,No,28.44,5590
558860,Sexual Offences,Not Eligible,F,Aboriginal,15.94,0
558910,Sexual Offences,Not Eligible,F,Aboriginal,15.94,0
560662,Assault,Primary,M,No,24.74,14577.75
562177,Domestic Violence,Primary,F,No,26.44,3707.85
564933,Assault,Primary,M,No,40.64,1400
565342,Assault,Primary,M,No,40.64,10035.4
574902,Homicide - Other,Related,F,No,5.29,10500
575456,Homicide - DV,Related,F,Aboriginal,60.15,20900
576531,Assault,Primary,M,No,25.72,7609.25
577258,Burglary,Primary,M,No,11.98,650
580375,Homicide - Other,Not Eligible,F,No,69.73,0
581731,Homicide - Other,Related,M,Aboriginal,55.84,10000
581895,Assault,Primary,M,No,52.97,1800
583442,Homicide - Other,Not Eligible,M,Aboriginal,25.08,0
584144,Sexual Offences,Yet To Be Determined,F,Aboriginal,27.62,0
584355,Assault,Primary,M,No,33.07,1720
584946,Assault,Primary,M,No,22.64,1500
589660,Assault,Primary,M,No,42.98,1350
589685,Homicide - DV,Related,M,Aboriginal,27.38,7560.75
564706,Assault,Primary,M,Aboriginal,47.27,3703.2
565110,Homicide - DV,Related,F,No,49.42,10000
508418,Sexual Offences,Primary,F,No,14.69,3500
509351,Assault,Primary,M,No,40.36,3620
513498,Burglary,Primary,M,Unknown,43.39,2800
515269,Sexual Offences,Primary,F,No,7.45,3514.25
516740,Assault,Primary,M,No,22.63,1860
518227,Sexual Offences,Not Eligible,F,No,10.7,0
519064,Assault,Primary,M,No,38.97,11570.1
520548,Burglary,Not Eligible,M,No,15.84,0
510420,Assault,Not Eligible,F,No,22.9,0
511307,Assault,Related,F,Unknown,4.21,10000
512613,Assault,Primary,M,No,47.89,1500
513880,Assault,Primary,M,No,26.64,0
516187,Homicide - DV,Related,F,No,47.75,17014.25
523724,Assault,Primary,F,Aboriginal,30.38,6082.94
526985,Domestic Violence,Primary,M,No,46.35,33754.6
526999,Domestic Violence,Primary,F,No,39.33,1300
527033,Domestic Violence,Primary,F,No,6.33,3000
527751,Robbery,Primary,M,No,12.02,3500
528804,Homicide - DV,Related,F,No,52.03,16000
529238,Domestic Violence,Primary,F,No,17.31,49223.35
531914,Assault,Primary,M,No,25.9,3380
532648,Assault,Not Eligible,M,Aboriginal,25.06,0
517641,Domestic Violence,Primary,F,No,9.13,2825.7
518510,Assault,Primary,M,Unknown,73.07,1800
518863,Sexual Offences,Yet To Be Determined,F,No,28.56,0
518894,Assault,Primary,M,No,21.99,0
520064,Assault,Primary,F,No,20.81,28014.6
521467,Assault,Primary,M,No,51.32,13453.26
526013,Other,Primary,F,No,45.44,2843
526464,Homicide - Other,Related,F,No,39.03,16000
527935,Assault,Primary,M,No,17.49,3060
529609,Assault,Primary,M,No,39.7,1300
529693,Domestic Violence,Not Eligible,F,No,32.2,0
529857,Assault,Primary,M,No,42.91,1300
531848,Homicide - Other,Related,F,No,70.08,10000
506478,Assault,Primary,M,No,48.62,9422
508533,Assault,Primary,F,No,27,1065
508951,Homicide - Other,Related,F,No,43.77,10000
509034,Homicide - Other,Related,M,No,17.59,10000
548588,Assault,Primary,M,No,27.47,18453.33
554386,Assault,Primary,M,Aboriginal,50.37,10304
556183,Homicide - Other,Related,F,No,23.12,10000
559718,Assault,Primary,M,Unknown,21.76,1978.3
560790,Sexual Offences,Primary,F,Unknown,12.37,4516.4
560822,Assault,Primary,M,No,48.88,1160
560904,Homicide - DV,Related,F,Aboriginal,68.73,10000
561899,Robbery,Primary,M,No,36.53,1350
563687,Sexual Offences,Primary,F,No,14.39,12950
564859,Sexual Offences,Yet To Be Determined,F,No,4.8,0
568578,Domestic Violence,Yet To Be Determined,F,Aboriginal,37.52,0
568796,Sexual Offences,Primary,M,No,9.49,6045
560120,Assault,Witness Secondary,M,No,10.16,0
509133,Assault,Primary,M,No,23.31,9745.34
509237,Assault,Primary,M,No,48.05,1300
512528,Sexual Offences,Primary,F,No,13.13,6500
514080,Homicide - DV,Related,F,No,59.14,10000
514181,Homicide - DV,Related,F,Unknown,5.2,4694.25
514886,Sexual Offences,Primary,F,No,43.02,9555.95
516938,Homicide - MVA,Funeral Only,F,No,24.5,6000
517105,Assault,Primary,F,No,22.57,1459.17
519012,Sexual Offences,Yet To Be Determined,M,No,12.71,0
521721,Assault,Primary,M,Aboriginal,22.73,1440
523776,Sexual Offences,Primary,F,Aboriginal,14.87,7000
526416,Burglary,Primary,M,No,35.85,19727.2
528489,Domestic Violence,Primary,F,Aboriginal,30.28,1300
560256,Domestic Violence,Not Eligible,F,No,35.7,0
560838,Sexual Offences,Parent Secondary,F,No,42.55,2799.84
562292,Sexual Offences,Primary,F,No,14.01,13069.03
563421,Homicide - Other,Related,F,No,70.99,10000
563553,Homicide - Other,Related,F,No,6.03,15285.02
563830,Assault,Primary,M,No,33.33,1300
563916,Robbery,Not Eligible,F,No,30.63,0
568753,Assault,Primary,M,No,26.23,6477.36
569730,Assault,Primary,M,No,48.32,1300
570164,Assault,Primary,M,Aboriginal and Torres Strait,61.55,1300
570455,Domestic Violence,Not Eligible,F,Aboriginal,28.38,0
570741,Assault,Not Eligible,M,No,40.05,0
570934,Assault,Primary,M,No,10.46,8506
543288,Homicide - Other,Not Eligible,F,Aboriginal,21.18,0
544858,Assault,Primary,M,No,25.22,40476.83
545541,Homicide - Other,Related,M,Aboriginal,8.82,10000
547697,Sexual Offences,Primary,F,No,5.05,10000
547801,Homicide - DV,Funeral Only,F,Unknown,56.18,1800
547834,Assault,Not Eligible,M,No,26.62,0
547849,Assault,Primary,M,No,35.15,36980.18
553680,Assault,Primary,M,No,31.32,1558.87
553734,Sexual Offences,Primary,M,No,12.82,3150
555955,Domestic Violence,Primary,F,Aboriginal,42.43,2590
557427,Domestic Violence,Primary,F,No,32.99,3500
558212,Assault,Primary,M,No,25.2,4725.1
558781,Assault,Primary,M,No,38.05,2344.9
558979,Assault,Primary,M,No,13.52,10495
559798,Robbery,Primary,M,No,17.67,2200
568488,Homicide - Other,Related,M,Unknown,32.37,10000
568773,Assault,Primary,M,No,36.47,725
570125,Assault,Primary,F,No,34.47,1300
560633,Assault,Primary,F,No,22.3,1917.57
561953,Robbery,Yet To Be Determined,F,No,16.19,0
562605,Sexual Offences,Primary,F,No,13.9,6500
563377,Domestic Violence,Primary,F,Aboriginal,42.82,29588.67
563458,Homicide - Other,Related,M,No,7.73,14881.57
563477,Homicide - Other,Related,M,No,4.56,17940.37
563674,Sexual Offences,Primary,F,No,16.97,11701.6
563775,Homicide - Other,Related,M,No,59.69,15393
564979,Sexual Offences,Primary,F,Aboriginal,40.41,10050
566800,Burglary,Primary,F,No,32.39,43350.94
568423,Assault,Yet To Be Determined,F,Aboriginal,37.84,0
570995,Assault,Parent Secondary,F,No,49.19,0
572351,Assault,Primary,F,Aboriginal,25.41,1000
546312,Sexual Offences,Yet To Be Determined,F,No,18.65,0
547614,Homicide - DV,Related,F,Unknown,4.21,10000
547898,Sexual Offences,Primary,F,No,11.68,6935
548602,Motor Vehicle Accident,Primary,M,No,35.45,0
553398,Assault,Not Eligible,M,No,37.9,0
555888,Sexual Offences,Primary,F,No,18.07,12612
556491,Sexual Offences,Primary,F,No,25.2,10291.8
559816,Assault,Not Eligible,M,No,25.31,0
555690,Sexual Offences,Primary,F,Aboriginal,11.39,6000
557364,Sexual Offences,Primary,F,No,33.15,18026
560729,Sexual Offences,Primary,F,No,16.19,16077.5
561163,Homicide - Other,Related,M,No,0,10000
561683,Assault,Primary,M,No,40.83,1300
562451,Sexual Offences,Not Eligible,F,No,9.01,0
563662,Motor Vehicle Accident,Primary,M,No,35.02,680
568862,Homicide - Other,Not Eligible,M,No,40.81,0
570207,Sexual Offences,Yet To Be Determined,F,No,26.3,0
572579,Homicide - Other,Related,M,Aboriginal,54.52,13120
573124,Homicide - MVA,Related,F,No,34.49,10000
573383,Sexual Offences,Primary,F,No,12.48,10000
577988,Assault,Not Eligible,M,Aboriginal,56.37,0
529340,Sexual Offences,Primary,F,No,15.02,3500
530727,Homicide - MVA,Related,F,No,38.72,10500
530759,Homicide - MVA,Related,M,Unknown,14.75,10500
530795,Homicide - MVA,Related,F,No,8.01,10500
533433,Assault,Primary,M,No,33.5,0
534556,Assault,Primary,M,No,20.43,1771.93
534723,Domestic Violence,Not Eligible,F,Aboriginal,37.14,0
536074,Assault,Primary,M,No,28.19,2750
537310,Domestic Violence,Not Eligible,F,No,48.92,0
538181,Assault,Primary,M,No,34.28,8501.53
538198,Assault,Primary,M,Aboriginal,38.82,3381.3
540102,Homicide - Other,Related,F,Aboriginal,48.5,9500
540168,Homicide - Other,Related,F,Aboriginal,55.47,9500
553459,Sexual Offences,Primary,F,No,13.01,10000
554983,Robbery,Yet To Be Determined,F,No,20.69,0
558066,Assault,Primary,M,No,41.41,23103.6
561626,Assault,Primary,M,No,29.06,14273.18
