id,status,name,address,latitude,longitude,region1,type_id,type_name,notes,product1,product2,product3,service1,service2,service3,service4,service5,region2,region3
304,Published,Sherwood station,"Honour Avenue, Sherwood (Brisbane City), Brisbane South",-27.5316,152.98,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
305,Published,Shorncliffe station,"Railway Parade, Shorncliffe, Brisbane North",-27.3269,153.08,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
306,Published,South Bank station,"Grey Street, South Brisbane, Brisbane Central",-27.4818,153.023,Brisbane Central,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
307,Published,South Brisbane Station - Ticket Office,"Grey Street, South Brisbane, Brisbane Central",-27.4744,153.018,Brisbane Central,6,Rail ticket office,,,,,Top up,Change expiry date,,,,Brisbane,
308,Published,Strathpine station,"Station Street, Strathpine, Northern",-27.3118,152.99,Northern,2,Preloaded reseller,,,,,Top up,,,,,,
309,Published,Sunnybank station,"Dixon Street, Sunnybank, Brisbane South",-27.5808,153.054,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
310,Published,Sunshine station,"357 Bilsen Road, Geebung, Brisbane North",-27.3753,153.056,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
311,Published,Taringa station,"1 Princess Street, Taringa, Brisbane West",-27.493,152.982,Brisbane West,2,Preloaded reseller,,,,,Top up,,,,,,
312,Published,Tennyson station,"2 Myla Terrace, Tennyson, Brisbane South",-27.5258,153.005,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
313,Published,Thagoona station,"Thagoona-Rosewood Road, Thagoona, Western",-27.6266,152.63,Western,2,Preloaded reseller,,,,,Top up,,,,,,
314,Published,Thomas Street station,"Tallon Street, Sadliers Crossing, Western",-27.6148,152.746,Western,2,Preloaded reseller,,,,,Top up,,,,,,
315,Published,Thorneside station,"Railway Parade, Thorneside, Eastern",-27.4864,153.193,Eastern,2,Preloaded reseller,,,,,Top up,,,,,,
316,Published,Toombul station,"Collins Street, Nundah, Brisbane North",-27.4073,153.059,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
317,Published,Toowong station,"Toowong Village Shopping Centre, Toowong, Brisbane West",-27.4857,152.993,Brisbane West,2,Preloaded reseller,,,,,Top up,,,,,,
318,Published,Trinder Park station,"Railway Parade, Trinder Park, Southern",-27.6314,153.098,Southern,2,Preloaded reseller,,,,,Top up,,,,,,
319,Published,Virginia  station,"4 Wellington Street, Virginia, Brisbane North",-27.3829,153.063,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
320,Published,Wacol  station,"Wilruna Street, Wacol, Western",-27.589,152.924,Western,2,Preloaded reseller,,,,,Top up,,,,,,
321,Published,Walloon  station,"Station Lane, Walloon, Western",-27.6073,152.668,Western,2,Preloaded reseller,,,,,Top up,,,,,,
322,Published,Wellington Point station,"Station Street, Wellington Point, Eastern",-27.494284,153.241914,Eastern,2,Preloaded reseller,,,,,Top up,,,,,,
323,Published,Wilston  station,"Newmarket Road, Wilston, Brisbane North",-27.4362,153.019,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
324,Published,Windsor  station,"Eildon Road, Windsor, Brisbane North",-27.4352,153.029,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
325,Published,Woodridge  station,"Station Road, Woodridge, Southern",-27.6382,153.104,Southern,2,Preloaded reseller,,,,,Top up,,,,,,
326,Published,Wooloowin  station,"Hudson Street, Wooloowin, Brisbane North",-27.42,153.043,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
327,Published,Woombye  station,"Blackall Street, Woombye, Sunshine Coast",-26.6608,152.963,Sunshine Coast,2,Preloaded reseller,,,,,Top up,,,,,,
328,Published,Wulkuraka  station,"Grace Street, Wulkuraka, Western",-27.6135,152.732,Western,2,Preloaded reseller,,,,,Top up,,,,,,
329,Published,Wynnum  station,"Thorn Street, Wynnum, Eastern",-27.4397,153.166,Eastern,2,Preloaded reseller,,,,,Top up,,,,,,
330,Published,Wynnum Central station,"Ronald Street, Wynnum, Eastern",-27.445752,153.170772,Brisbane,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
331,Published,Wynnum North station,"Cameron Parade, Wynnum, Eastern",-27.4372,153.159,Eastern,2,Preloaded reseller,,,,,Top up,,,,,,
332,Published,Yeerongpilly station,"67 Wilkie Street, Yeerongpilly, Brisbane South",-27.5255,153.014,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,Brisbane,
333,Published,Yeronga  station,"Fairfield Road, Yeronga, Brisbane South",-27.5178,153.017,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
334,Published,Zillmere  station,"Zillmere Road, Zillmere, Brisbane North",-27.3593,153.037,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
335,Published,Pacific Fair News,"Pacific Fair Shopping Centre, Broadbeach Waters, Queensland, Australia",-28.035645,153.426261,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Register,Refund,Change expiry date,Gold Coast,
336,Published,Junction News and Casket,"Shop 2, 500 Ipswich Road, Annerley, Brisbane South",-27.5112,153.032,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
337,Published,Nextra Lutwyche,"Shop 24, 543 Lutwyche Rd, Lutwyche, Brisbane North",-27.422,153.034,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
338,Published,Sherwood News and Casket Agency,"Shop 4, 686 Sherwood Road, Sherwood (Brisbane City), Brisbane South",-27.5324,152.981,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
339,Archived,Belvedere News,"4 Diamond Street, Cooroy, Sunshine Coast",-26.4171,152.912,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
340,Published,Boondall News and Casket,"Sues Korner, 2128 Sandgate Road, Boondall, Brisbane North",-27.3527,153.06,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
341,Published,Wishart News,"Civic Fair Shopping Centre, 280 Newnham Rd, Wishart, Brisbane South",-27.547,153.092,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
342,Archived,Village Store Currumbin,"66 Teemangum Street, Currumbin, Gold Coast",-28.1355,153.489,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,Gold Coast,
343,Archived,NewsXpress Nerang,"74 Nerang-Beaudesert Road, Nerang, Gold Coast",-27.9933,153.332,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
344,Published,Chris Supa IGA,"881 Old Cleveland Road, Carina, Brisbane East",-27.4963,153.095,Brisbane East,1,Standard retailer,,go card,,,Buy,,,,,,
345,Archived,Wongabel News,"Shop 2, Wongabel St, Kenmore, Brisbane West",-27.509,152.948,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
346,Archived,Woolloongabba News,"7 Logan Rd, Woolloongabba, Brisbane South",-27.487,153.036,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
347,Published,Blunder Road Newsagency,"146 Blunder Road, Oxley, Queensland, Australia",-27.575481,152.983028,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
348,Published,IGA Forest Lake,"Corner Forest Lake Boulevard and Woogaroo Street, Forest Lake, Brisbane West",-27.6112,152.959,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,,
349,Published,Varsity Lakes station,"Corner Scottsdale Drive and Cormandel Lane, Varsity Lakes, Gold Coast",-28.096499,153.399049,Gold Coast,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
350,Published,Varsity Lakes station,"Corner Scottsdale Drive and Cormandel Lane, Varsity Lakes, Gold Coast",-28.094794,153.399531,Gold Coast,2,Preloaded reseller,,,,,Top up,,,,,,
351,Published,Carina Newsagency,"836 Old Cleveland Rd, Carina, Brisbane East",-27.4955,153.089,Brisbane East,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Brisbane,
352,Published,Chatswood Hills News,"Shop 34 Chatswood Central, Chatswood Rd, Springwood, Southern ",-27.6334,153.139,Southern ,1,Standard retailer,,go card,,,Buy,,,,,,
353,Published,Collingwood Park News,"Shop 1, Redbank Plaza Shopping Centre, Collingwood Drive, Redbank, Western",-27.6059,152.868,Western,1,Standard retailer,,go card,,,Buy,,,,,,
354,Archived,Edens Landing News,"Shop 5 125-127 Castile Cresent, Edens Landing, Southern",-27.7008,153.169,South East Queensland,1,Standard retailer,,go card,,,Buy,,,,,South East Queensland,
355,Archived,News Extra Central Plaza,"Shop 59, Logan Central Plaza, Wembley Rd, Logan Central, Southern",-27.6429,153.114,Southern,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
356,Published,NewsXpress Alexandra Hills,"Shop 9, Alexandra Hills Shopping Centre, Cnr Finucane Road and Cambridge Drive, Alexandra Hills, Eastern",-27.5246,153.221,Eastern,1,Standard retailer,,go card,,,Buy,,,,,,
357,Published,NewsXpress Harbour Town,"Shop M2 Harbour Town Shopping Centre, Cnr Brisbane Road &amp; Oxley Drive, Biggera Waters, Gold Coast",-27.931705,153.387871,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Register,Refund,Change expiry date,Gold Coast,
358,Archived,West End Market News Power,"Shop 13, 69 Boundary St, West End (Brisbane City), Brisbane South",-27.4769,153.012,Brisbane South,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
359,Published,Dutton Park station,"Railway Terrace, Dutton Park, Brisbane South",-27.4998,153.029,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
360,Published,Lawnton station,"Station Road, Lawnton, Northern",-27.2816,152.981,Northern,5,Rail fare machine,,go card,,,Top up,,,,,Brisbane,
361,Published,Indooroopilly station,"Railway Avenue, Indooroopilly, Brisbane West",-27.503,152.976,Brisbane West,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
362,Published,Gympie North station,"Sandy Creek Road, Gympie North, Sunshine Coast",-26.1627,152.686,Sunshine Coast,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
363,Published,Virginia station,"4 Wellington Street, Virginia, Brisbane North",-27.3829,153.063,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
364,Published,Carseldine Station,"Beams Road, Carseldine, Brisbane North",-27.348448,153.029161,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
365,Published,Milton station ,"Milton Road, Milton, Brisbane West",-27.4686,153.006,Brisbane West,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
366,Published,Coorparoo station ,"Cavendish Road, Coorparoo, Brisbane East",-27.4897,153.055,Brisbane East,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
367,Published,Geebung station,"Railway Parade, Geebung, Brisbane North",-27.3689,153.047,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
368,Published,Sunnybank station,"Dixon Street, Sunnybank, Brisbane South",-27.5808,153.054,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
369,Published,Nundah station,"Station Street, Nundah, Brisbane North",-27.4009,153.062,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
370,Published,Graceville station,"Honour Avenue, Graceville, Brisbane South",-27.5213,152.976,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
371,Published,Petrie station ,"Station Street, Petrie, Northern",-27.2678,152.982,Brisbane,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
372,Published,Wynnum Central station,"Ronald Street, Wynnum, Eastern",-27.4452,153.17,Eastern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
373,Published,Auchenflower Station,"Auchenflower Terrace, Auchenflower , Brisbane West",-27.476547,152.996732,Brisbane West,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
374,Published,Loganlea station,"Station Road, Loganlea , Southern",-27.671,153.139,Southern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
375,Published,Goodna station,"Ryan Street, Goodna, Western",-27.6088,152.902,Western,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
376,Published,Morningside station,"Waminda Street, Morningside, Brisbane East",-27.4705,153.07,Brisbane East,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
377,Published,Bald Hills Station,"Cullimore Street, Bald Hills, Brisbane North",-27.321372,153.011644,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
378,Published,Wooloowin station ,"Hudson Street, Wooloowin , Brisbane North",-27.42,153.043,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
379,Published,Yeronga station,"Fairfield Road, Yeronga, Brisbane South",-27.5178,153.017,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
380,Published,Wacol station,"Wilruna Street, Wacol , Western",-27.589,152.924,Western,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
381,Published,Kuraby station,"1370 Beenleigh Road, Kuraby, Southern",-27.6049,153.091,Southern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
382,Published,Cannon Hill Station,"60 Barracks Road, Cannon Hill, Brisbane East",-27.465376,153.088099,Brisbane East,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
383,Published,Salisbury station,"Olivia Avenue, Salisbury, Brisbane South",-27.5532,153.023,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
384,Published,Landsborough station,"Cribb Street, Landsborough, Sunshine Coast",-26.8084,152.966,Sunshine Coast,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
385,Published,Coomera station,"Railway Reserve 11 Foxwell Road, Coomera, Gold Coast",-27.8535,153.318,Gold Coast,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
386,Published,Keperra station,"Silvertop Street, Keperra, Brisbane North",-27.409,152.957,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
387,Published,Gailes station,"Wilruna Street, Gailes, Western",-27.6018,152.919,Western,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
388,Published,Runcorn station,"800 Beenleigh Road, Runcorn, Brisbane South",-27.5924,153.068,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
389,Published,East Ipswich station,"Merton Street, East Ipswich, Western",-27.61,152.775,Western,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
390,Published,Banoon Station,"82 Breton Street, Sunnybank, Brisbane South",-27.576024,153.046161,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
391,Published,Alderley Station,"Railway Place, Alderley, Brisbane North",-27.423443,153.000987,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
392,Published,Altandi Station,"125 Mains Road, Sunnybank, Brisbane South",-27.58269,153.063397,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
393,Archived,North Greenslopes News,"Shop 1, 589 Logan Road, Greenslopes, Brisbane South",-27.5074,153.051,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
394,Archived,Stones Corner Village News,"Shop 16, 405 Logan Road , Stones Corner, Brisbane South",-27.4998,153.046,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
395,Archived,Rainworth News,"198 Boundary Road, Bardon, Brisbane North",-27.4668,152.987,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
396,Published,Biota Street News,"155 Biota Street, Inala, Brisbane West",-27.5874,152.973,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,,
397,Published,Noosa Village News,"Shop 12, Noosa Village Shopping Centre, Gibson Road, Noosaville, Sunshine Coast",-26.4014,153.065,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
398,Published,Midway News and Casket,"Shop 2, 544 Oxley Avenue, Redcliffe, Northern",-27.2173,153.112,Northern,1,Standard retailer,,go card,,,Buy,,,,,,
399,Archived,Stewart Road Newsagency,"Shop 6, 17 Stewart Road, Ashgrove, Brisbane North",-27.4449,152.992,Brisbane North,2,Preloaded reseller,,go card,,,Buy,,,,,Brisbane,
400,Archived,The Fair Casket and Papershop,"Shop 15, Beaudesert Fair, cnr Anna and William Streets, Beaudesert, Southern",-27.9891,152.998,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
401,Archived,Ezy Shop,"Shop 2, 108 Wickham Street, Fortitude Valley, Brisbane Central",-27.4601,153.032021,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
403,Published,Kedron Newsagency and Casket Shop,"359 Gympie Road (cnr Castle Road), Kedron, Brisbane North",-27.4045,153.032,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
404,Published,Sunshine News,"Shop 15, Mt Gravatt Plaza, Mount Gravatt, Brisbane South",-27.5388,153.081,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
405,Published,Northgate News,"111 Ridge Street, Northgate, Brisbane North",-27.3903,153.066,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
406,Published,Sunnybank Hills News,"Sunny Hill Shopping Town, cnr Calam and Compton Roads, Sunnybank Hills, Brisbane South",-27.6112,153.054448,Brisbane South,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
407,Published,Nextra Wynnum Plaza,"Shop 20, Wynnum Plaza Shopping Centre, 2021 Wynnum Road, Wynnum West, Eastern",-27.4568,153.156,Eastern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
408,Published,Beerwah Station,"Beerwah Parade, Beerwah, Northern",-26.857889,152.958349,Northern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Sunshine Coast,
409,Published,Bethania Station,"Station Road, Bethania, Southern",-27.688452,153.158762,Southern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Logan,
410,Published,Birkdale station,"Napier Street, Birkdale, Eastern",-27.493943,153.218472,Eastern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Redlands,
411,Published,Boondall station,"Aberdeen Parade, Boondall, Brisbane North",-27.346377,153.067633,Brisbane North,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
412,Published,Airtrain Domestic Terminal (Brisbane Airport),"Airport Drive, Airport (Brisbane), Brisbane East",-27.3852,153.119,Brisbane,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Refund,Change expiry date,,Brisbane,
413,Published,Airtrain International Terminal (Brisbane Airport),"Airport Drive, Airport (Brisbane), Brisbane East",-27.403,153.109,Brisbane,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Refund,Change expiry date,,Brisbane,
414,Published,Bundamba Station,"Mining Street, Bundamba, Western",-27.6075,152.804571,Western,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Ipswich,
415,Published,Buranda Station,"Gillingham Street, Buranda, Brisbane South",-27.496576,153.040386,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
416,Published,Chelmer station,"140 Honour Avenue, Chelmer, Brisbane South",-27.511648,152.972882,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
417,Published,Coopers Plains station,"Henley Street, Coopers Plains, Brisbane South",-27.5684,153.036,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
418,Published,Cooroy station,"Elm Street, Cooroy, Sunshine Coast",-26.4187,152.911,Sunshine Coast,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
419,Published,Deagon station,"Adams Street, Deagon, Northern",-27.3273,153.063,Northern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
420,Published,Dinmore station,"Mason Street, Dinmore, Western",-27.5964,152.833,Western,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
421,Published,Doomben station,"Lamington Avenue, Doomben, Brisbane North",-27.4314,153.075,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
422,Published,Ebbw Vale station,"Brisbane Road, Ebbw Vale, Western",-27.6033,152.822,Western,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
423,Published,Enoggera station,"Glenalva Terrace, Enoggera, Brisbane North",-27.4203,152.992,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
424,Published,Fairfield station,"Mildmay Street, Fairfield, Brisbane South",-27.5095,153.028,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
425,Published,Fruitgrove station,"Beenleigh Road, Runcorn, Brisbane South",-27.5983,153.08,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
426,Published,Gaythorne Station,"30 Station Avenue, Enoggera, Brisbane North",-27.4193,152.986,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
427,Published,Glasshouse Mountains station,"Reed Street, Glasshouse Mountains, Northern",-26.8997,152.957,Northern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
428,Published,Grovely station,"Blaker Road, Grovely, Brisbane North",-27.405,152.962,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
429,Published,Hemmant station,"38 Hemmant-Tingalpa Road, Hemmant, Brisbane East",-27.4475,153.127,Brisbane East,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
430,Published,Holmview station,"Spanns Road, Beenleigh, Southern",-27.7095,153.187,Southern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
431,Published,Kingston station,"Milky Way Street, Kingston, Southern",-27.6574,153.118,Southern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
432,Published,Lindum station,"Sibley Road, Lindum, Brisbane East",-27.4421,153.145,Brisbane East,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
433,Published,Lota station,"Railway Terrace, Lota, Brisbane East",-27.4701,153.188,Brisbane East,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
434,Published,Moorooka station,"1151 Ipswich Road, Moorooka, Brisbane South",-27.5355,153.014,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
435,Published,Murarrie station,"Murarrie Road, Murarrie, Brisbane East",-27.4648,153.105,Brisbane East,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
436,Published,Narangba station,"448 Burpengary Road, Narangba, Northern",-27.2029,152.961,Northern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
437,Published,Newmarket station,"Abuklea Street, Newmarket, Brisbane North",-27.4328,153.011,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
438,Published,Norman Park station,"Waite Street, Norman Park, Brisbane East",-27.4818,153.062,Brisbane East,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
439,Published,North Boondall station,"Aberdeen Street North, Boondall, Brisbane North",-27.339,153.061,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
440,Published,Nudgee station,"Railway Street, Nudgee, Brisbane North",-27.3656,153.084,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
441,Published,Ormeau station,"200 Mirambeena Drive, Pimpama, Southern",-27.7991,153.282,Southern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
442,Published,Ormiston station,"Wellington Street, Ormiston, Eastern",-27.5146,153.256,Eastern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
443,Published,Oxford Park station,"Scanlan Road, Mitchelton, Brisbane North",-27.4042,152.968,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
444,Published,Palmwoods station,"Chevallum Road, Palmwoods (Sunshine Coast Regional), Sunshine Coast",-26.6886,152.961,Sunshine Coast,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
445,Published,Park Road station,"Quarry Street, Woolloongabba, Brisbane South",-27.4937,153.031,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
446,Published,Redbank station,"corner Brisbane Terrace and Weedman Street, Redbank, Western",-27.5995,152.872,Western,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
447,Published,Riverview station,"Moggill Ferry Road, Riverview (Ipswich City), Western",-27.595,152.851,Western,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
448,Published,Rocklea station,"Brooke Street, Rocklea, Brisbane South",-27.5447,153.014,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
449,Published,Sherwood station,"Honour Avenue, Sherwood (Brisbane City), Brisbane South",-27.5316,152.98,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
450,Published,Shorncliffe station,"Railway Parade, Shorncliffe, Brisbane North",-27.3269,153.08,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
451,Published,Sunshine Station,"357 Bilsen Road, Geebung, Brisbane North",-27.3753,153.056,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
452,Published,Taringa station,"1 Princess Street, Taringa, Brisbane West",-27.493,152.982,Brisbane West,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
453,Published,Thorneside station,"Railway Parade, Thorneside, Eastern",-27.4864,153.193,Eastern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
454,Published,Trinder Park station,"Railway Parade, Trinder Park, Southern",-27.6314,153.098,Southern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
455,Published,Wellington Point station,"Station Street, Wellington Point, Eastern",-27.494284,153.241914,Eastern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
456,Published,Wilston station,"Newmarket Road, Wilston, Brisbane North",-27.4362,153.019,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
457,Published,Windsor station,"Eildon Road, Windsor, Brisbane North",-27.4352,153.029,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
458,Published,Wynnum station,"Thorn Street, Wynnum, Eastern",-27.4397,153.166,Eastern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
459,Published,Wynnum North station,"Cameron Parade, Wynnum, Eastern",-27.4372,153.159,Eastern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
